Filling queue with 20000 SVHN images before starting to train. This will take a few minutes.
2016-01-19 14:39:07.987914: step 0, loss = 11.16 (18.1 examples/sec; 7.076 sec/batch)
2016-01-19 14:39:34.483111: step 10, loss = 11.03 (54.3 examples/sec; 2.357 sec/batch)
2016-01-19 14:39:58.055623: step 20, loss = 10.96 (52.6 examples/sec; 2.432 sec/batch)
2016-01-19 14:40:21.435324: step 30, loss = 10.87 (55.5 examples/sec; 2.307 sec/batch)
2016-01-19 14:40:44.501903: step 40, loss = 10.78 (55.2 examples/sec; 2.320 sec/batch)
2016-01-19 14:41:07.502365: step 50, loss = 10.71 (56.1 examples/sec; 2.280 sec/batch)
2016-01-19 14:41:30.408205: step 60, loss = 10.63 (55.8 examples/sec; 2.293 sec/batch)
2016-01-19 14:41:53.345829: step 70, loss = 10.59 (55.9 examples/sec; 2.288 sec/batch)
2016-01-19 14:42:17.568100: step 80, loss = 10.49 (54.4 examples/sec; 2.352 sec/batch)
2016-01-19 14:42:41.857295: step 90, loss = 10.38 (55.0 examples/sec; 2.328 sec/batch)
2016-01-19 14:43:08.641526: step 100, loss = 10.36 (44.9 examples/sec; 2.849 sec/batch)
2016-01-19 14:43:36.791607: step 110, loss = 10.25 (47.8 examples/sec; 2.679 sec/batch)
2016-01-19 14:44:01.916882: step 120, loss = 10.20 (53.3 examples/sec; 2.403 sec/batch)
2016-01-19 14:44:26.935338: step 130, loss = 10.09 (42.5 examples/sec; 3.012 sec/batch)
2016-01-19 14:44:50.393496: step 140, loss = 9.97 (53.0 examples/sec; 2.414 sec/batch)
2016-01-19 14:45:14.189231: step 150, loss = 9.93 (55.7 examples/sec; 2.299 sec/batch)
2016-01-19 14:45:37.459321: step 160, loss = 9.79 (55.0 examples/sec; 2.326 sec/batch)
2016-01-19 14:46:00.569963: step 170, loss = 9.67 (55.1 examples/sec; 2.325 sec/batch)
2016-01-19 14:46:23.691690: step 180, loss = 9.58 (55.7 examples/sec; 2.296 sec/batch)
2016-01-19 14:46:46.747777: step 190, loss = 9.59 (55.4 examples/sec; 2.311 sec/batch)
2016-01-19 14:47:09.862749: step 200, loss = 9.58 (55.6 examples/sec; 2.303 sec/batch)
2016-01-19 14:47:35.818537: step 210, loss = 9.33 (54.6 examples/sec; 2.345 sec/batch)
2016-01-19 14:48:00.913834: step 220, loss = 9.25 (52.0 examples/sec; 2.459 sec/batch)
2016-01-19 14:48:24.350862: step 230, loss = 9.65 (54.9 examples/sec; 2.331 sec/batch)
2016-01-19 14:48:47.636956: step 240, loss = 9.12 (55.2 examples/sec; 2.318 sec/batch)
2016-01-19 14:49:10.943473: step 250, loss = 9.06 (54.6 examples/sec; 2.343 sec/batch)
2016-01-19 14:49:34.333434: step 260, loss = 9.02 (54.6 examples/sec; 2.346 sec/batch)
2016-01-19 14:49:57.784007: step 270, loss = 8.92 (54.7 examples/sec; 2.339 sec/batch)
2016-01-19 14:50:21.168552: step 280, loss = 8.74 (55.0 examples/sec; 2.326 sec/batch)
2016-01-19 14:50:44.587349: step 290, loss = 8.70 (54.6 examples/sec; 2.345 sec/batch)
2016-01-19 14:51:08.020655: step 300, loss = 8.63 (54.9 examples/sec; 2.332 sec/batch)
2016-01-19 14:51:34.172132: step 310, loss = 8.51 (55.1 examples/sec; 2.322 sec/batch)
2016-01-19 14:51:57.690450: step 320, loss = 8.49 (54.2 examples/sec; 2.362 sec/batch)
2016-01-19 14:52:21.224157: step 330, loss = 8.51 (54.7 examples/sec; 2.340 sec/batch)
2016-01-19 14:52:44.734920: step 340, loss = 8.53 (54.6 examples/sec; 2.346 sec/batch)
2016-01-19 14:53:08.235262: step 350, loss = 8.29 (54.3 examples/sec; 2.358 sec/batch)
2016-01-19 14:53:31.625880: step 360, loss = 8.18 (54.8 examples/sec; 2.336 sec/batch)
2016-01-19 14:53:54.960039: step 370, loss = 8.57 (54.9 examples/sec; 2.333 sec/batch)
2016-01-19 14:54:18.276317: step 380, loss = 7.98 (54.9 examples/sec; 2.332 sec/batch)
2016-01-19 14:54:43.621061: step 390, loss = 8.06 (48.7 examples/sec; 2.630 sec/batch)
2016-01-19 14:55:08.477616: step 400, loss = 7.80 (50.3 examples/sec; 2.543 sec/batch)
2016-01-19 14:55:35.376841: step 410, loss = 7.87 (54.5 examples/sec; 2.347 sec/batch)
2016-01-19 14:56:01.074684: step 420, loss = 7.79 (52.2 examples/sec; 2.451 sec/batch)
2016-01-19 14:56:26.906137: step 430, loss = 7.77 (50.4 examples/sec; 2.538 sec/batch)
2016-01-19 14:56:50.268727: step 440, loss = 7.82 (54.7 examples/sec; 2.339 sec/batch)
2016-01-19 14:57:13.572390: step 450, loss = 7.52 (55.2 examples/sec; 2.319 sec/batch)
2016-01-19 14:57:36.872580: step 460, loss = 7.58 (55.2 examples/sec; 2.317 sec/batch)
2016-01-19 14:58:00.235120: step 470, loss = 7.37 (54.6 examples/sec; 2.343 sec/batch)
2016-01-19 14:58:23.543775: step 480, loss = 7.34 (55.2 examples/sec; 2.320 sec/batch)
2016-01-19 14:58:46.856835: step 490, loss = 7.38 (55.7 examples/sec; 2.298 sec/batch)
2016-01-19 14:59:10.072471: step 500, loss = 7.17 (54.7 examples/sec; 2.338 sec/batch)
2016-01-19 14:59:36.013841: step 510, loss = 7.15 (54.6 examples/sec; 2.346 sec/batch)
2016-01-19 14:59:59.221095: step 520, loss = 7.07 (55.3 examples/sec; 2.313 sec/batch)
2016-01-19 15:00:22.438556: step 530, loss = 7.08 (55.3 examples/sec; 2.313 sec/batch)
2016-01-19 15:00:45.625456: step 540, loss = 6.96 (55.5 examples/sec; 2.306 sec/batch)
2016-01-19 15:01:08.774062: step 550, loss = 6.96 (55.3 examples/sec; 2.315 sec/batch)
2016-01-19 15:01:32.161658: step 560, loss = 6.93 (52.8 examples/sec; 2.426 sec/batch)
2016-01-19 15:01:56.774086: step 570, loss = 6.79 (53.0 examples/sec; 2.414 sec/batch)
2016-01-19 15:02:19.997346: step 580, loss = 6.73 (55.1 examples/sec; 2.322 sec/batch)
2016-01-19 15:02:43.181169: step 590, loss = 6.79 (55.5 examples/sec; 2.308 sec/batch)
2016-01-19 15:03:06.304038: step 600, loss = 6.68 (55.1 examples/sec; 2.322 sec/batch)
2016-01-19 15:03:32.134677: step 610, loss = 6.53 (55.0 examples/sec; 2.325 sec/batch)
2016-01-19 15:03:55.305869: step 620, loss = 6.54 (55.2 examples/sec; 2.318 sec/batch)
2016-01-19 15:04:18.480565: step 630, loss = 6.51 (54.9 examples/sec; 2.330 sec/batch)
2016-01-19 15:04:41.715000: step 640, loss = 6.38 (55.5 examples/sec; 2.306 sec/batch)
2016-01-19 15:05:04.892758: step 650, loss = 7.78 (55.2 examples/sec; 2.320 sec/batch)
2016-01-19 15:05:27.967224: step 660, loss = 6.35 (55.7 examples/sec; 2.299 sec/batch)
2016-01-19 15:05:51.069715: step 670, loss = 6.26 (55.3 examples/sec; 2.314 sec/batch)
2016-01-19 15:06:14.254926: step 680, loss = 6.43 (55.3 examples/sec; 2.314 sec/batch)
2016-01-19 15:06:37.390053: step 690, loss = 6.29 (55.4 examples/sec; 2.311 sec/batch)
2016-01-19 15:07:00.728002: step 700, loss = 6.09 (52.7 examples/sec; 2.428 sec/batch)
2016-01-19 15:07:26.703730: step 710, loss = 6.14 (55.6 examples/sec; 2.301 sec/batch)
2016-01-19 15:07:49.837742: step 720, loss = 5.96 (55.3 examples/sec; 2.315 sec/batch)
2016-01-19 15:08:13.024170: step 730, loss = 5.98 (55.1 examples/sec; 2.323 sec/batch)
2016-01-19 15:08:36.138578: step 740, loss = 5.96 (55.1 examples/sec; 2.321 sec/batch)
